id,topics
45f95667ba00654cce6b356656e331dd,0.0
23a7eca8ec47d970f91adf74273c03dd,0.0
1e89a7c8288a2054f518afe6d9bf5fb7,0.0
57d9a03fc67260e9ba6cbe9c9e305536,1.0
923c7d1d59787fb7137411584307490b,0.0
7abe6dec35854f9ccb9d30dd377e2268,0.0
c248a2e42f7b330db18eafa641648736,1.0
74d662e38606f2312f2ee49e669587d9,3.0
fc630e6de5a2dda9e8a9c908520ee278,1.0
0547e4113b8449dbb70e16160770d99d,0.0
7c02998b0ed4e3c64f69363034cd5d90,2.0
467b456cc24aff4d5766f8d74da23d5b,0.0
26ae30ec14b2d376b5bddc113ad606df,2.0
48b3f3d240da5dc06b896985ec218aff,4.0
25a21cf0b99980883fc959fa4964c1c3,2.0
aef00adb9d65d1cbc9907d99cc39af69,2.0
9cbfb5a3f01da96103abec53a7b77b90,0.0
ec891d09446021843fe7f8f6c6e5de61,0.0
ce563acc3e3b04ceaeda06bbf415ee79,2.0
a93b7fee89fe3a45a944d8e8db792d1e,3.0
7e698e02ac3f57c02d147eecf5e567f9,2.0
70735365e0a57c479a587356860dd334,2.0
cb910f883947421e1332d7bc87568277,3.0
abfd61b333c9f2f13728bad5e8e44a9d,2.0
88cf491fa5444b2236a3255aba5fc5a0,2.0
618c6f5591dda93eba5d1d74c114cd58,3.0
bb0bc554ee1b6796936d8f372d237ba7,0.0
26ce03ae2701e07e981eaa3876527d52,0.0
c4d9dadcc24f8ce46fdb716097ae5b33,3.0
69ca2fc34371fb2c6d4ddb92dd2eee5e,0.0
2c60bb56fdfd2f03b48c7f84fc3f9f50,2.0
7a0024c11690cf6d28972d6c646c1a4c,0.0
ae2c86933d395a4a55201af5ae4485ca,0.0
280d19aa6e797d6b433c87536de6e790,0.0
a7fd5837a4bb85f303d90cb3512be180,1.0
0f6a365a37edce00b34ff54c0d018f9e,0.0
4599f0f943882aa741cbb62c5c665cf7,0.0
feff0fb257fafc13fb15b0ef99fcbe20,0.0
9d7a9d2a526195ea68a1a454f82b7021,2.0
ea1abc9da0a60a8020f944c9c7eacedc,2.0
49db1bcf9ff00d154331397f8b70cc5a,2.0
2215502c0f3670068e57d5cba3df91d8,3.0
d46f59aea608fbe31d25e87772137a3c,3.0
7c60b2da5d6fb94c99aa6d46d199b0ae,2.0
d3ade15ef6103b3b392a2a66d605779a,0.0
22ceac559314690d34ff3b0813874dfd,2.0
74c9226168c64b182aa8ab9fc271e80e,2.0
df3d854ee4eebd851540c52e2aa75eef,4.0
6a7b341ddf425b4550a09f39452680c3,2.0
03e3fd358c8924bfad7936c411282d39,2.0
1f9c962c1be1efdf1be5b7bbe234da05,4.0
ea4b8393c9f53dfe9f82d3bbba1afb99,2.0
20479b8f0b07138faa231f3b1ab7a975,4.0
6c674329e106bab443b66bfd20510750,3.0
35461337074463be49040d3b39452e18,0.0
e096a22175e2fca8d7703bb1fc7c21b7,4.0
ec1eebb851bd229e242b27c576c87429,0.0
38d669df31008844c368e49c9a2ac53e,2.0
5d15ed48dfc603fa7ca63bbe03587f92,2.0
67e2c4eb44ba7f3d699cedd46e0ecb0f,0.0
c9c72a0611ba9d64b3884ef2e61fca23,1.0
e77f0deefd51febf0548b71b4a2ab850,2.0
5c7a61f24282219b3ff7bb3e9d74d05b,4.0
32dac7007eea6948e3735223df89ed7c,0.0
2c2a5fa052902587e9a269d31cb0bc7d,2.0
100bb8bf3d13dc0971ddfb12ef55ef0a,1.0
415ea062473ba5aec9f11967a53343f3,0.0
4946f3ddbf284cf3a0084f468b84865d,1.0
f749a9f5ddfbfcc110137c69453bdfef,1.0
7ff797cb430edf063243653683341005,0.0
68b6e7fa0d1819f089ec24145a6d11fb,3.0
ec791d9784664debba94ceaf07fdb264,0.0
0e682a6a0fe5ce7b16373ccfc3587de2,0.0
4441bed4fa102c6abfb23585097ce61a,2.0
c474524366bacbd986d139d8feecc33c,4.0
c4cb34892e7dd959f27cf2092f25f916,3.0
ce8313d017ed7095d2e0e44f4f305c9a,1.0
bbd621a235a233bc27cf3e9d382b5201,3.0
b637bc4503c3e263f72cbfe7deb7d120,0.0
d6c63b6508cc739d83ffda727b0516d7,2.0
a56b589b5db72e31e9bfd08fa1c32dd2,2.0
8003f8bab00cc2f3f60dad01a6ba0c8e,0.0
139a5ca5839570e1200e9183adea158e,2.0
5728e05d10c248748a1c89b59057f0ab,1.0
3d69ad1d297390c36bd2c8dd0b7b02e2,0.0
46e3e9bf5c64e9ca37c9ada85c8c2b40,0.0
8cb45924345a5c51814551a9feca36f4,3.0
86a47401b710ad020fbea44a9be7f001,0.0
30a82acc6559192c8ca175265ace07fd,3.0
f11adabb47e455ad42374ef949a12680,1.0
065d7e963b9eeb3bf24307a00ab7abc6,2.0
5ebe94f4b3a8969b855da311981a742d,1.0
2606aa13b5b50224a9b1f309bd7e5da3,1.0
42918797990ede1d59db2439af305270,1.0
095c06388d285bcf2782f6f8f11368e8,0.0
b8726d14cca4893a13b36ea1c1470a40,0.0
1d673c735c6d39ca8ce6236cbe48e686,0.0
aebe86efb960a611c90a70b586adbdc9,0.0
0fdd120b97c0dc673dca9618cc1fa56d,2.0
9f490be58be8fc249fb5fc7f66c304e9,0.0
37bea3b9c3d2c36d316aaa96d13de7f9,2.0
f81b8c75d7df29feb7cfc6e435aefd41,0.0
8652f643d1172036856d96a10ef9f6d5,0.0
3ac354c159dc335c393f5cf71bd10763,2.0
ab184bce2e8ec7c05e416ebe31210655,0.0
5477fcbcbfe1e86032a8cc47021a2bb6,2.0
40fa90fc6a9fdc300effd6abb87c2f08,2.0
34ac6f956024b4cc8813698b750f6c78,1.0
6a62cbaadf8faeb8af60a6a782dde182,0.0
42eec2ae034db23dea45852ae65a3963,0.0
efcf80dfaae3f6a4d30c0f1c68c94f91,2.0
a7d60017ada37f6d34979eeab7c964db,0.0
cb6f8b1cbe63684eece726c17467703b,3.0
f3609e4728777eea3c3e4b7e95c1be6f,3.0
0b2db2419c857e1397c3ccbfeac170de,0.0
becc4b8774d10f8fb2bfa59b0bbdcae1,0.0
98ad0f310d986de59425515b485bfb51,4.0
a351e0bb382301a855395c2c12399a1e,2.0
073ce610822d2c7ec1e2968057e5a8e1,3.0
051cf7d6d142b95afa61c1eba588d2b1,0.0
e8b624728524de207c2a5063ad934b6b,3.0
790812ba5eb26f7f113a7cb9243bcf85,1.0
9510cb0ee62ac341d53281b98da83689,3.0
8cb58a71226c7237027c0604eaa6dc57,1.0
11e3d50b772586d54963aa8f8379ed7f,0.0
533be7565df7ec9549ab55c953931d6e,3.0
364a6f7a5951100bcc010b633e152ffc,2.0
86ecbc874119dd29fd579e84df06f479,3.0
541eba144b1a117a477fbdb247318b2c,2.0
cc5fcc8bca9124447d47a351bf47aefe,2.0
b3c830c2f83e250df8c168628d1c6352,0.0
d5d2b0e1e24cecf2fc6c5321302d9cf6,0.0
99c140ad3be98c7bf2ff64d0c93de65a,2.0
f5ac6f6ab25b59d08d2762eaf2f7c51d,0.0
92007e2516eaeb0004c27298139c3de8,3.0
b93b6a6a78d954810b39271f98d6bb48,0.0
7d94f8d770777b6b5906cae7a4834cc0,2.0
70f0efeb8e79d1be5920724d92d110ce,1.0
f7a2d998848e34f1f65fab206de684f8,0.0
1d5735515a3643a9a3455ad555d7d7e9,0.0
6d064e35f5ffba86d7e1b1aa8704d42d,2.0
8f61ea9544adc37b9625e7265a9f2113,2.0
3161edf8fe364fede7ed5bcddbd00046,2.0
0bce827a65f48ceb72164b3e2402612e,3.0
85ad40321f8ebf4fdbf68fdcf8164b74,4.0
80725b7c9b60a6f717899e3adba9bccd,2.0
2f0522bd58e7bb594b72cc6340124ac7,0.0
6e6c5b53c9d94f82a563b12b58d563a9,3.0
225ffc1594d783d9248927f830d8a748,0.0
ee3fe8202e8d915baa1e1727c0f0d171,2.0
6791f34c9e506d22230995f78b7056ab,0.0
ee80c13f8cad9d40036ded816cca528d,0.0
695538f2a0a138bb48e03f2388e6e763,2.0
5f8fc1e076396d9ba0c6b883169047ff,2.0
9e13dc7cc577f17a8b2fc84006a9cbd9,2.0
8f3efb490d716c260aeb36ecdef5963a,0.0
963102b796b77add06ed5da252b01949,2.0
0412cfcad62d78b81f0a9f11e963e544,0.0
9174e5704d9f70e8a2aa37462827b2ce,3.0
dba0e6cfb9cc22ac78d600113fd227bf,2.0
7ceb8e00645a9e34fd2c812d6acd9eab,3.0
d978531dd5a56c3f24f7303a8b70febc,2.0
83c8f93f8bf0252e6d761830aee57be3,0.0
786a72422f5a60b7671a22ace65e1f61,4.0
306d7849d0bb5fdc39ee1c9762f42a57,3.0
3636d92e0114f79ef864bf17e32e9997,0.0
8276a89fba915939e08d42b467ed2279,1.0
094fea55db89a3eea372b55c713a371a,0.0
d008f4c4f9e4126ce97b1401ec6b489c,1.0
948bff496f7e9a5bbe0ad8d41c2b01d3,3.0
114748b0348de5e9a2714af0edfeb85d,1.0
4a2f98af5f8c4cccf10ba2f46acecb8e,0.0
0dcc93a745c2261757c56158ff0ae84b,0.0
93162341bfc4937eba17152cdd76b2b8,4.0
eee16b5c39b9f9b35984c412c7ecbda4,2.0
3b38b0a716559953f374f9051d2dc01f,0.0
6dc5004ab4653667b9b9f49908a670a2,4.0
7cb7d8387cfd87e08473f7a793fcdbeb,2.0
79dc2f0394edd9c61add27f15ca86f8b,4.0
884f5bf396270cc6d0da675ab6262795,3.0
97b89b5dd3452ddd6dcb3d1932498043,0.0
7e5580dc87e0b9e1bafe953e0afbf7ac,2.0
99f2eaaeda941937489dd67654de39bc,0.0
747fae7955bcae8f9af520baa1b88ac2,2.0
0d2e2dff84d4a9ef0167898e190c27b7,0.0
4fb92188cce2b92a9a92bb6d71cee663,0.0
f67f51a66696bbb6ea45f5d2704d7699,4.0
25a6fa2cbc88260d82ae9f73ec2e4596,0.0
f290a599bcf86e68da5bde82f9162714,2.0
ebba9f12770852346ad8c14ef1a8490f,3.0
73b12524264821f0f5751bba8b31d80f,2.0
01deee6ba6bf8ef924611f3f42479163,2.0
3c8affdce9d599867ea08dbde4681b3f,2.0
5210f2bde29bd3b1a8c0b3be82124604,0.0
b4f5a82a02ec362b7cb9317c56b703fa,1.0
a27ae3406e3d77031ca1303ddfd400bf,3.0
fb0f9cba25b1074dad4fe1da4cf32876,1.0
c6f6e7a1a1df69f6dccd8635d8605895,2.0
dc687fdc1c4d3dc36c18dbdda9a434ad,1.0
664f149c32aa06ed761766464f7ea9ac,0.0
78fe31450199a8d3e4c06642a9d77ec0,2.0
dddf59b3f23e10d68af1c1a414b05d29,0.0
fcccd3d5e5a05cf8efb465fde8ac7344,0.0
c5ced9cc51ce5d4e215ff5a42f4dc045,1.0
f237311cd5013619afbfafa04c159bde,2.0
f7496b83efb16953073c57c586341e7f,0.0
4bef15505a2a4ed30b40c49975a7014d,2.0
89599cc56dbab4a543bd277e2fd21542,4.0
3048949a8d8d948bdbfe7e7e33443981,0.0
d27b6ddd136626d4b7f1f338bf5bf7d0,0.0
82f6dd334de1a4ccfa72f430c5c8c36f,0.0
7a813605d0cb1b439daac0edb6e25e42,4.0
8016e9f1aeebc58700a901f5aadcc153,0.0
f5ba847f8e1aa9ceef0debe678f8673a,2.0
96a30d5bd938f6b4da6d101473b91194,0.0
3f0ca15290b50f4765e1a1c80668c822,0.0
d78a416f27cb57c560ab19a3d23d9a29,2.0
78fd78684d8dc4c1ff87620993826076,4.0
7a5ab093e3658d5e045245daaab24fd6,2.0
2dd060961773a470d1d3a7b6ac295742,0.0
14a0d47311a45cbc6b4ac37df512810e,0.0
aede323c6be9c9fd29c484ab8462e647,3.0
4d37579a7753f34d72ce39c522fd674c,2.0
67c28bf94000c38fc32cf33417999e35,0.0
c84185b184031fc3615251467f1b5136,0.0
59cc620453c69232a8e2b80c35a399ce,0.0
2ba87250be73f6454d7cf3aa2e502511,1.0
b350ec24313f4c37b9d5948fc70d684f,4.0
83d5d6e236581c15807286ea53a130b3,0.0
a0738ecc166ff78a14d82e24c5654358,3.0
9ac4b735973b2e9c66884869a15028eb,0.0
0de4d0372d42b84866c3b909c3441502,1.0
161a959e5683e4d7e266ea5e85200e87,0.0
9808ffd97258639caeb5332d5faead41,1.0
2ce095e9895a642d308cbafde7c1cadd,0.0
58f42d5dfcfed817421260c8695bdb74,1.0
8888b799ce410a712f6471b569728cdd,3.0
e8e8ff52504b6866d8408072a6139cc5,2.0
feb00d26a56e267faa9fd308cdedc9ff,1.0
11b4d096e1f5c8585cee2c718f61eed4,1.0
70ad343a7d4ba10a9c647faf4644980a,3.0
4c4b04bceaae35409a75a3fd76ddc2af,2.0
3ac80499c57562cd1ac5836a69154b64,1.0
3286656c003954aa4446ca9df6bc47c6,4.0
382909e622217583bc9b5ab38cf85ddd,2.0
eb850489678c9cdca26fd1304248c09b,1.0
272ca731bf1c9eaf76327a77fc2af0f8,0.0
51caa651781a3cec7254bdc177a6be07,0.0
1f8bce40c1c7638634cd59b4a76d228e,1.0
24f4f17db766ceea16dea14f126855ec,2.0
8de7e9cf120715ecec76056661cd79a3,2.0
a62b8af3d8d90e7ee25ba22f1c9944bf,1.0
99de9c335758efbfebd0fd6dfa3ab00a,1.0
4edb1a43a006a1d291fe8f119914e86e,0.0
d756e29f8256afa320e9f4af4a657437,0.0
f09365fececdb3de0e005b87e391ef20,0.0
49232ced8f3d0db4a8a833e204f23f1f,1.0
a0c1ad2d74b29b700eb8bad20751a360,2.0
a468656cfdcc44290d0c990bc2a974ec,1.0
519e3aac7d6bf6407012a3620de10074,0.0
8998bb5fc68a9d60852c55009ef3583d,2.0
e810cc86a20a560c891379079d244626,2.0
18b9581377a953ad780bdb91f1bdf63b,3.0
0fb73c5ee05506405da254347de01c4b,1.0
fbf445f9deee92b17cbaba8689d74065,2.0
40d239486cac2a5c91fca688e3d59a3f,1.0
b2b8f399e2cc56a8dc84b5784ae39ac8,0.0
f71bd8d5762c5d0e9db70e65e043f449,1.0
a6f9436c4a724bdc0cbc116506caa21a,3.0
ab69d4f0251bedcdb916fef054a6d7d6,2.0
2faf0808c100cbb3d0adae3f0661032d,0.0
13acfa94d6f5ecf51ca570ba38b6f114,2.0
fb0d530550842820ccf7fcc81d449c48,3.0
5fd2c8f9789c130024068e0ce04fe28f,0.0
e9fb0519138890b3690df5aba9ef4db1,3.0
8f7f9b08867599305555636f8ff74af2,0.0
eabace80361327dd752bbd82531fc957,0.0
3f5da0925e47f5aa330e904cae79c7ec,2.0
a3a8380659f141c3f995bf13e966a077,3.0
9c1565b8d500d2d0e7fc37ec5414ac0b,3.0
f17161b18d7933b609551b89bbeef5ac,3.0
21e85427a9a8932ffc4d08c287cdae17,1.0
cbea61557930169b2d160c8bd207bd71,3.0
119e96e434ed4c777b4d6aba137916ea,1.0
c4baeb6e17b802ef5492ea2123221826,0.0
fde76517031b854a8fddea8d83fcc2b8,0.0
12894da1b37b0f586d5302e4d0087849,3.0
b4b27e2213d586460a358b516163c783,3.0
adb83780bbac9253749363459c46fff4,0.0
77bb8419c1d458138192c3df474fb934,3.0
19626dadc5498a4cad9dd2f5219929ee,2.0
67fdd75b72a825965d9ff7ac8cda66a6,2.0
4613f0a142228860faf09b4553b3bdf2,0.0
8efeb3fa8ab764c9b0b9c407e6414029,0.0
98cf492ae43e74eb67d42ed3d197272f,1.0
b5369c7abcdb1b73b2ec2f06c0c3bb62,0.0
a7bff73d17c870faf8d128c6df79e8e5,3.0
f94a5fbf4cd13678d7fa6f0b9fd54062,3.0
f5ec241efd681aca8e9ea21649fd36f3,0.0
8aac5478e89da941d95975055ef491ce,3.0
ca60de46620e6fa5e68430662d77119b,0.0
4fe804b0dbfe463e31c6e559d926d308,0.0
6a8157d36e89dec202dca014428d6f17,0.0
91ab51efbcc6980f2ce1db979bfb45b6,1.0
696fa773066be3a3eb95e5ee3efcc1c1,2.0
13beb0072d52613504f37b3fe2b8a888,3.0
5d78b9ce5b4965a22382c2cb14986be3,1.0
1c1b50d803a86f3eeea4e509adc1ec97,0.0
73ded7cd2ba8533419f0f0f9ade0d2f0,0.0
a7a63c2e333ffaa9e7296be30602552b,1.0
76f4ae037baf67cd8c028ea7ee15e58b,3.0
e8dd6b9d55ce651f017ac62465f9d05e,0.0
08ac9114a50225254b23755e436da30b,2.0
571c572b9c9165e5fe2c09b46988fb52,1.0
5d0092ab0bcddf5f359fd3f1d046dbfb,1.0
90f6e6dffaa89c46f80bae45f8007fa2,3.0
0bbc1c7c8ecc049b814b5963c1db45bd,2.0
a150ad85b4ed2aedb0bb6b8c1f4198cd,2.0
677c1f3f5be621580ac3d02fd1562a37,3.0
3723d293966541887e75559a6b7cea20,3.0
6bb1f91a22e0566a4331568158613e2e,0.0
7664ee612c1f0ef6c4ecc1f7bae28304,0.0
4b2deacc011c85931e985bb93a9fd7b2,0.0
b35680fc93a56ad5bbcd9edbd61e5c83,0.0
b4e05074816bb17682e96070bae03788,0.0
d0e28304ed1d41ddddb520949f7f7088,0.0
36286171ec70f086fa2cca9cfa8afa6c,1.0
e14b7bc4a960dbc754d4bd347d80e926,2.0
ece5f97b5ccf8567c30a4c6d7df90415,3.0
e3ed0c0575834a93b2dd70aa95e766d0,2.0
57234966b0280c8b65cd5e8096b2c71d,0.0
96aa931d8bc47751aa2be7189725fc1f,3.0
26cd54db7a430e1bc743b9ba5f866102,0.0
a30850a97e11874560f65c3751f45482,2.0
e2a5bacbe0286d18fee1515e1741868b,1.0
b9dbc01ee4cd2e91f5f1050d2faba7aa,4.0
2348e9367d7eb6c40112945c9b7370b9,1.0
9edbee5fd25375a8049bc7df5e112b34,2.0
21845b30dc7efccaa9f8bfdfb27d2f2d,3.0
c61664b2b27f4d8471fbffdf6a57b0a8,2.0
bc46c2cfc392b689a3435e9871c7d589,0.0
72a81f89ef8897d89634c5b53d3e5281,0.0
a86fc88909cdc2f0f18c1b1820bbe1bb,1.0
b8d55dce200902f9592e6a9ede9bca64,0.0
67dfaf93a58cc19c6814b3b5ef786485,1.0
809e088031a204dcf6ded2a213186f4a,4.0
8a989a8a9cb046db5f3404a10040933d,2.0
1582934d12fda6a1a385e2acd015af5c,3.0
0e6d65cf03ac8276cc5c897f0aa16d3c,0.0
fe29fff406a7381f38078d2f6f307f9b,2.0
6d1438b8a24e3b2109f85a3d47f99534,0.0
6e498e375deb392a62e34d7f119ce3f8,2.0
18159436f971aa648776a481a1e162a1,3.0
2be174a2d6818c49aa52e15f2d634cc9,0.0
5780e89995db62c9b454088ab40b2d10,2.0
ae2dab3c9c9aa6b5bc8229fc9a3d514a,2.0
fcb76980d1377589de4c2063bba305fb,3.0
59231eac46a3976475066e5b3e54cb7b,4.0
54411065a4db8a856c6d2bf4820d0b49,2.0
2ae274decc58f7d6d29b07de805302a1,0.0
68d7c612d58ea898799919b1362795f8,2.0
3a63fecf51057c7321a161c6a7350dea,2.0
6b08f4422d83e0824fa1e03a821ce8e5,2.0
60c41cf1d006a8a40f673a9ffc0bf176,0.0
fc623d9808344fabcbabd79514c28563,2.0
76708b1b5d76ee269eaecfbcd10687b6,3.0
0ab92298dbed0351de77a27dba18329d,3.0
bab23ce0519fb35058e51031087a0555,2.0
b7582a806013456b0605c29d4b085705,1.0
aa22e38d49fcab3c2ece55d89c492df7,3.0
3aa33172359abc05155ad75e85748f63,0.0
36d789d337a0c79c44397aef7afc6920,2.0
3a0df6ffc90e75b20b6e6943aae3f7f6,0.0
eccabd7ec050999e0931257e6193ae68,4.0
70493aec555a565654fb8d801a2e36b2,0.0
9756f6630f6120ebc6993e661f59195e,4.0
1fea87f8590adec9bb4080eb27a3251f,0.0
26ac1a4902b26851f186f4376118bf2c,4.0
29c5d9f850bbf9a634ed420363c2dca1,2.0
faff58b76c255124fc3cc39093063cdb,2.0
b76c060e4586f18c9fdbb85b74005cc0,2.0
0ddb9abdd07ffb749215c2b5424d5917,1.0
e25f103d06fb5c21b2051a2b223b0c33,3.0
c52d4b7bbc325bcf3230279fbf89e49c,2.0
99f39caa00dfe13dec3bcfb27be6eb44,3.0
d3d8564bfab3b3862e60ecd4449e8360,0.0
96a98a3e0704cae29e87fb7655f90f7b,3.0
91ed00e80b816625cadbeb0dc5b3d116,0.0
18fe7282a393abdacc11780962e9c40e,2.0
f41af6907c46bba9c6ac06cc7695bed4,0.0
75c056d0af8ac04896bf515652ff122f,0.0
cc606ce40634ade360b4ee88b6809e82,2.0
5e6beb2131578a428b1311b2606509dc,3.0
068ef899f71a093879ccf8c77f73dc81,2.0
b363986bf86c3a441117136bb7d9dd93,0.0
cf4e7cbaae05a55f105fc49b553c4053,1.0
c588ba778fb5044054c766d888dd4d06,0.0
6d314cc06b88e9221e67fa23d99a6ac9,0.0
9d3fed34bb56aa65018efa57e066b864,1.0
20204c6fb14c7643faea73371a4780fb,0.0
c9a2c37883ec49d3fa48f0402e793a5a,0.0
b6dd1b39eae0089ddf1470cc229bd62a,2.0
89576f1f080957b9250a688734ea1999,0.0
c9aa3c175d1fab9be5a8fba8dc0d915f,2.0
fb7b63f9798d7b4b4acc225efa564d25,0.0
7f7fa6b70775b9e05694d7d1af2540c9,0.0
bcf30f0c77d2a2630e30668bd32ff74b,0.0
4a5aae36e1501e8a81687ca1dffae059,2.0
84c712ec3e27e7cfb66cf0a0bbed57dd,2.0
73835ae85ed4157ec02c2aef8f3621e9,0.0
6b8d13c172b19fd34d1d694a90e7f4a1,3.0
1943cc8ff9fc85b007f4a7fbd160133f,2.0
b2dae9a7e02a88af60951af28b27e8ce,3.0
8e7bbaf56b384fa81d5990889a53f8d9,4.0
acbe5e2fa58b8f2c80422024d8f7d1e2,0.0
daee22d56eef21df6e84d69cfa7aeb1e,0.0
eac006e3cef917b5ba7dc48a3814475c,1.0
e07f795b21149c407d91ce2cf533b4d6,1.0
90f2effee5951180e2f46ea3672cbe2f,3.0
bd8789380d48a245234fb0dfd5f969d3,3.0
974e0c2100d1c0073732d4d1e149c41c,0.0
649e084198bd32f549c053e4acbd88c3,0.0
a0fd903b4ed5d7ff42700190c09fec0f,0.0
a85983b5840b7d57f1b92df3f58aba8e,2.0
eab47de201e94f56669e0394ec8e3025,0.0
5e3bf095bf754735fe770f52f23aea2c,0.0
19ecc71c4fbe5c3cdf39edc0f6bde6a8,0.0
80647cd29f75bc407319a5f2e4055830,2.0
6eeddcb33392c34ff8e4751c726cd613,2.0
b78bfd8b7e91c8297d734ddb5174bf28,3.0
d88bc9ba986830f25ae5ef182ad108f1,2.0
5529fc7a5df70fe2864554d3dc3484e7,0.0
6c87e405ad36e91b11f6054f06778e27,3.0
e3bebbbccbc5264fe60c53188c331245,0.0
55fc36db5a8035543f7367cb0cdcd5de,0.0
deecb28b28eb75e0eb24960cc9bb2aa6,0.0
149f7f69c6cf2e8af740441c483443b9,0.0
7622a77cae95f6b4e5cc07ba772e8595,3.0
fdcc9d1b7255e51a064ea129f557238a,2.0
cbb71a8eafbc7cedae4ece5fcc56f395,3.0
0dd809a39db944e07bf387191f17f399,3.0
d3572fef8d9f29869102d6733da88713,0.0
ffd8a365381fd7a14246bc4209eb879e,4.0
3714fe25622b0260a43c22e0eadd5699,4.0
e40a1b0e0f73c034d5756f1ab4518ecc,4.0
73afbe436e2565d87a3ea385d6131695,4.0
f84f564c99d61c88c9c9dfbd9f4e7a35,2.0
0b997191c8b13a5a6b058acfc939fa28,3.0
4ebf19b4f0faaa7b9282efd3b703838e,4.0
d09c5755248eb569568537590587aa36,4.0
f014adc88ec80c5df32c1ddb98e08b23,0.0
548b872ab229c9043a68f070444c084d,0.0
620784f2e075fe839b06ecdcdd6c0309,0.0
9263c86137e78cf62294a452c9f1d263,1.0
5095e89d8570497e0f4f6e43ed0bd44a,3.0
ccd40755e058f53ba9530813f451b616,4.0
91b56e309ed0a1d06fccda1bd86bf09c,2.0
2a24bec60a6fa50c443fd0516c5b2ed6,3.0
cc44eca29a29cf4048009252721af7a1,1.0
91d8dd9e9b12066eecafe13ddb12a665,2.0
3a55c08dcb6e9d392cc366d1ee87dbec,1.0
7a99a7727f37fdf94301de0009de48af,2.0
a4cdd0cdd1fb0cb1112389ae36778a76,0.0
a122a19dbaf7849ddb3b3bc71b2c6813,1.0
0d4c786ad21cd4ff566ee44f3e58f738,0.0
ac014a303d95cc6cf61eb11957895dfb,2.0
c1bbed2a1e5ff37cb76e40a521fa30cf,0.0
6a77297b84967d0fe6f73e9fc46645b6,2.0
85b094951fe607eaf1ebe1468de87b02,4.0
